,loss,res_loss,bound_loss
10294,"tf.Tensor(0.0001682947, shape=(), dtype=float32)","tf.Tensor(6.8852934e-08, shape=(), dtype=float32)","tf.Tensor(4.485606e-06, shape=(), dtype=float32)"
10295,"tf.Tensor(0.00016817015, shape=(), dtype=float32)","tf.Tensor(6.996586e-08, shape=(), dtype=float32)","tf.Tensor(4.4074955e-06, shape=(), dtype=float32)"
10296,"tf.Tensor(0.00016816235, shape=(), dtype=float32)","tf.Tensor(6.961523e-08, shape=(), dtype=float32)","tf.Tensor(4.405655e-06, shape=(), dtype=float32)"
10297,"tf.Tensor(0.00016816646, shape=(), dtype=float32)","tf.Tensor(6.853004e-08, shape=(), dtype=float32)","tf.Tensor(4.41258e-06, shape=(), dtype=float32)"
10298,"tf.Tensor(0.00016815517, shape=(), dtype=float32)","tf.Tensor(6.9029106e-08, shape=(), dtype=float32)","tf.Tensor(4.4038725e-06, shape=(), dtype=float32)"
10299,"tf.Tensor(0.00016814456, shape=(), dtype=float32)","tf.Tensor(6.863781e-08, shape=(), dtype=float32)","tf.Tensor(4.4010385e-06, shape=(), dtype=float32)"
10300,"tf.Tensor(0.00016816302, shape=(), dtype=float32)","tf.Tensor(6.7512445e-08, shape=(), dtype=float32)","tf.Tensor(4.429742e-06, shape=(), dtype=float32)"
10301,"tf.Tensor(0.00016814016, shape=(), dtype=float32)","tf.Tensor(6.819817e-08, shape=(), dtype=float32)","tf.Tensor(4.403554e-06, shape=(), dtype=float32)"
10302,"tf.Tensor(0.000168128, shape=(), dtype=float32)","tf.Tensor(6.778507e-08, shape=(), dtype=float32)","tf.Tensor(4.401834e-06, shape=(), dtype=float32)"
10303,"tf.Tensor(0.00016825736, shape=(), dtype=float32)","tf.Tensor(6.707453e-08, shape=(), dtype=float32)","tf.Tensor(4.514677e-06, shape=(), dtype=float32)"
10304,"tf.Tensor(0.00016812785, shape=(), dtype=float32)","tf.Tensor(6.7758904e-08, shape=(), dtype=float32)","tf.Tensor(4.4015296e-06, shape=(), dtype=float32)"
10305,"tf.Tensor(0.00016812093, shape=(), dtype=float32)","tf.Tensor(6.763141e-08, shape=(), dtype=float32)","tf.Tensor(4.398893e-06, shape=(), dtype=float32)"
10306,"tf.Tensor(0.00016816653, shape=(), dtype=float32)","tf.Tensor(6.7301926e-08, shape=(), dtype=float32)","tf.Tensor(4.441777e-06, shape=(), dtype=float32)"
10307,"tf.Tensor(0.00016812354, shape=(), dtype=float32)","tf.Tensor(6.758421e-08, shape=(), dtype=float32)","tf.Tensor(4.4007215e-06, shape=(), dtype=float32)"
10308,"tf.Tensor(0.00016811799, shape=(), dtype=float32)","tf.Tensor(6.7527736e-08, shape=(), dtype=float32)","tf.Tensor(4.399622e-06, shape=(), dtype=float32)"
10309,"tf.Tensor(0.00016810783, shape=(), dtype=float32)","tf.Tensor(6.732403e-08, shape=(), dtype=float32)","tf.Tensor(4.40041e-06, shape=(), dtype=float32)"
10310,"tf.Tensor(0.00016824546, shape=(), dtype=float32)","tf.Tensor(6.687629e-08, shape=(), dtype=float32)","tf.Tensor(4.524739e-06, shape=(), dtype=float32)"
10311,"tf.Tensor(0.0001681039, shape=(), dtype=float32)","tf.Tensor(6.725361e-08, shape=(), dtype=float32)","tf.Tensor(4.4001486e-06, shape=(), dtype=float32)"
10312,"tf.Tensor(0.0001680956, shape=(), dtype=float32)","tf.Tensor(6.703235e-08, shape=(), dtype=float32)","tf.Tensor(4.399917e-06, shape=(), dtype=float32)"
10313,"tf.Tensor(0.0001680961, shape=(), dtype=float32)","tf.Tensor(6.704536e-08, shape=(), dtype=float32)","tf.Tensor(4.4005246e-06, shape=(), dtype=float32)"
10314,"tf.Tensor(0.00016808943, shape=(), dtype=float32)","tf.Tensor(6.692424e-08, shape=(), dtype=float32)","tf.Tensor(4.3983264e-06, shape=(), dtype=float32)"
10315,"tf.Tensor(0.00016815776, shape=(), dtype=float32)","tf.Tensor(6.653662e-08, shape=(), dtype=float32)","tf.Tensor(4.4558133e-06, shape=(), dtype=float32)"
10316,"tf.Tensor(0.00016808769, shape=(), dtype=float32)","tf.Tensor(6.690295e-08, shape=(), dtype=float32)","tf.Tensor(4.3981877e-06, shape=(), dtype=float32)"
10317,"tf.Tensor(0.00016808268, shape=(), dtype=float32)","tf.Tensor(6.685481e-08, shape=(), dtype=float32)","tf.Tensor(4.396855e-06, shape=(), dtype=float32)"
10318,"tf.Tensor(0.00016808974, shape=(), dtype=float32)","tf.Tensor(6.674841e-08, shape=(), dtype=float32)","tf.Tensor(4.4111266e-06, shape=(), dtype=float32)"
10319,"tf.Tensor(0.00016807883, shape=(), dtype=float32)","tf.Tensor(6.680131e-08, shape=(), dtype=float32)","tf.Tensor(4.3974255e-06, shape=(), dtype=float32)"
10320,"tf.Tensor(0.0001680729, shape=(), dtype=float32)","tf.Tensor(6.677441e-08, shape=(), dtype=float32)","tf.Tensor(4.393334e-06, shape=(), dtype=float32)"
10321,"tf.Tensor(0.00016806865, shape=(), dtype=float32)","tf.Tensor(6.671917e-08, shape=(), dtype=float32)","tf.Tensor(4.3911464e-06, shape=(), dtype=float32)"
10322,"tf.Tensor(0.00016806654, shape=(), dtype=float32)","tf.Tensor(6.673095e-08, shape=(), dtype=float32)","tf.Tensor(4.3911996e-06, shape=(), dtype=float32)"
10323,"tf.Tensor(0.00016805563, shape=(), dtype=float32)","tf.Tensor(6.668198e-08, shape=(), dtype=float32)","tf.Tensor(4.38626e-06, shape=(), dtype=float32)"
10324,"tf.Tensor(0.00016805647, shape=(), dtype=float32)","tf.Tensor(6.653739e-08, shape=(), dtype=float32)","tf.Tensor(4.3981245e-06, shape=(), dtype=float32)"
10325,"tf.Tensor(0.00016804875, shape=(), dtype=float32)","tf.Tensor(6.66006e-08, shape=(), dtype=float32)","tf.Tensor(4.3865407e-06, shape=(), dtype=float32)"
10326,"tf.Tensor(0.00016803747, shape=(), dtype=float32)","tf.Tensor(6.657303e-08, shape=(), dtype=float32)","tf.Tensor(4.3796686e-06, shape=(), dtype=float32)"
10327,"tf.Tensor(0.0001681472, shape=(), dtype=float32)","tf.Tensor(6.6689935e-08, shape=(), dtype=float32)","tf.Tensor(4.4525486e-06, shape=(), dtype=float32)"
10328,"tf.Tensor(0.00016803808, shape=(), dtype=float32)","tf.Tensor(6.6569996e-08, shape=(), dtype=float32)","tf.Tensor(4.3810746e-06, shape=(), dtype=float32)"
10329,"tf.Tensor(0.0001680249, shape=(), dtype=float32)","tf.Tensor(6.662138e-08, shape=(), dtype=float32)","tf.Tensor(4.3770133e-06, shape=(), dtype=float32)"
10330,"tf.Tensor(0.00016803856, shape=(), dtype=float32)","tf.Tensor(6.697321e-08, shape=(), dtype=float32)","tf.Tensor(4.3888754e-06, shape=(), dtype=float32)"
10331,"tf.Tensor(0.00016802021, shape=(), dtype=float32)","tf.Tensor(6.671141e-08, shape=(), dtype=float32)","tf.Tensor(4.3766267e-06, shape=(), dtype=float32)"
10332,"tf.Tensor(0.00016801154, shape=(), dtype=float32)","tf.Tensor(6.677726e-08, shape=(), dtype=float32)","tf.Tensor(4.3722807e-06, shape=(), dtype=float32)"
10333,"tf.Tensor(0.00016801506, shape=(), dtype=float32)","tf.Tensor(6.7153614e-08, shape=(), dtype=float32)","tf.Tensor(4.376484e-06, shape=(), dtype=float32)"
10334,"tf.Tensor(0.00016800579, shape=(), dtype=float32)","tf.Tensor(6.692627e-08, shape=(), dtype=float32)","tf.Tensor(4.370013e-06, shape=(), dtype=float32)"
10335,"tf.Tensor(0.00016799665, shape=(), dtype=float32)","tf.Tensor(6.717712e-08, shape=(), dtype=float32)","tf.Tensor(4.3679333e-06, shape=(), dtype=float32)"
10336,"tf.Tensor(0.00016809041, shape=(), dtype=float32)","tf.Tensor(6.8645704e-08, shape=(), dtype=float32)","tf.Tensor(4.4507683e-06, shape=(), dtype=float32)"
10337,"tf.Tensor(0.00016799562, shape=(), dtype=float32)","tf.Tensor(6.724539e-08, shape=(), dtype=float32)","tf.Tensor(4.3677064e-06, shape=(), dtype=float32)"
10338,"tf.Tensor(0.0001679843, shape=(), dtype=float32)","tf.Tensor(6.7303894e-08, shape=(), dtype=float32)","tf.Tensor(4.363838e-06, shape=(), dtype=float32)"
10339,"tf.Tensor(0.00016804607, shape=(), dtype=float32)","tf.Tensor(6.7629124e-08, shape=(), dtype=float32)","tf.Tensor(4.4199764e-06, shape=(), dtype=float32)"
10340,"tf.Tensor(0.00016798747, shape=(), dtype=float32)","tf.Tensor(6.733106e-08, shape=(), dtype=float32)","tf.Tensor(4.3661557e-06, shape=(), dtype=float32)"
10341,"tf.Tensor(0.0001679803, shape=(), dtype=float32)","tf.Tensor(6.729475e-08, shape=(), dtype=float32)","tf.Tensor(4.363917e-06, shape=(), dtype=float32)"
10342,"tf.Tensor(0.00016797011, shape=(), dtype=float32)","tf.Tensor(6.7172195e-08, shape=(), dtype=float32)","tf.Tensor(4.3674977e-06, shape=(), dtype=float32)"
10343,"tf.Tensor(0.00016796877, shape=(), dtype=float32)","tf.Tensor(6.71798e-08, shape=(), dtype=float32)","tf.Tensor(4.365477e-06, shape=(), dtype=float32)"
10344,"tf.Tensor(0.00016796043, shape=(), dtype=float32)","tf.Tensor(6.688362e-08, shape=(), dtype=float32)","tf.Tensor(4.3659056e-06, shape=(), dtype=float32)"
10345,"tf.Tensor(0.00016804127, shape=(), dtype=float32)","tf.Tensor(6.6073234e-08, shape=(), dtype=float32)","tf.Tensor(4.4335848e-06, shape=(), dtype=float32)"
10346,"tf.Tensor(0.00016796122, shape=(), dtype=float32)","tf.Tensor(6.683292e-08, shape=(), dtype=float32)","tf.Tensor(4.3671826e-06, shape=(), dtype=float32)"
10347,"tf.Tensor(0.00016795594, shape=(), dtype=float32)","tf.Tensor(6.655297e-08, shape=(), dtype=float32)","tf.Tensor(4.369147e-06, shape=(), dtype=float32)"
10348,"tf.Tensor(0.00016801404, shape=(), dtype=float32)","tf.Tensor(6.582413e-08, shape=(), dtype=float32)","tf.Tensor(4.422036e-06, shape=(), dtype=float32)"
10349,"tf.Tensor(0.00016795445, shape=(), dtype=float32)","tf.Tensor(6.651683e-08, shape=(), dtype=float32)","tf.Tensor(4.3695827e-06, shape=(), dtype=float32)"
10350,"tf.Tensor(0.00016795102, shape=(), dtype=float32)","tf.Tensor(6.6324226e-08, shape=(), dtype=float32)","tf.Tensor(4.3676987e-06, shape=(), dtype=float32)"
10351,"tf.Tensor(0.00016795333, shape=(), dtype=float32)","tf.Tensor(6.571175e-08, shape=(), dtype=float32)","tf.Tensor(4.3737623e-06, shape=(), dtype=float32)"
10352,"tf.Tensor(0.00016794803, shape=(), dtype=float32)","tf.Tensor(6.6066725e-08, shape=(), dtype=float32)","tf.Tensor(4.3666705e-06, shape=(), dtype=float32)"
10353,"tf.Tensor(0.00016794259, shape=(), dtype=float32)","tf.Tensor(6.593952e-08, shape=(), dtype=float32)","tf.Tensor(4.365624e-06, shape=(), dtype=float32)"
10354,"tf.Tensor(0.00016793417, shape=(), dtype=float32)","tf.Tensor(6.54829e-08, shape=(), dtype=float32)","tf.Tensor(4.3690716e-06, shape=(), dtype=float32)"
10355,"tf.Tensor(0.00016793645, shape=(), dtype=float32)","tf.Tensor(6.5513575e-08, shape=(), dtype=float32)","tf.Tensor(4.3697723e-06, shape=(), dtype=float32)"
10356,"tf.Tensor(0.00016792711, shape=(), dtype=float32)","tf.Tensor(6.522185e-08, shape=(), dtype=float32)","tf.Tensor(4.366671e-06, shape=(), dtype=float32)"
10357,"tf.Tensor(0.00016794635, shape=(), dtype=float32)","tf.Tensor(6.429626e-08, shape=(), dtype=float32)","tf.Tensor(4.394684e-06, shape=(), dtype=float32)"
10358,"tf.Tensor(0.00016792341, shape=(), dtype=float32)","tf.Tensor(6.490725e-08, shape=(), dtype=float32)","tf.Tensor(4.369926e-06, shape=(), dtype=float32)"
10359,"tf.Tensor(0.00016791259, shape=(), dtype=float32)","tf.Tensor(6.467704e-08, shape=(), dtype=float32)","tf.Tensor(4.366857e-06, shape=(), dtype=float32)"
10360,"tf.Tensor(0.00016796353, shape=(), dtype=float32)","tf.Tensor(6.425891e-08, shape=(), dtype=float32)","tf.Tensor(4.4255403e-06, shape=(), dtype=float32)"
10361,"tf.Tensor(0.00016791375, shape=(), dtype=float32)","tf.Tensor(6.4574934e-08, shape=(), dtype=float32)","tf.Tensor(4.371121e-06, shape=(), dtype=float32)"
10362,"tf.Tensor(0.00016790308, shape=(), dtype=float32)","tf.Tensor(6.44661e-08, shape=(), dtype=float32)","tf.Tensor(4.366012e-06, shape=(), dtype=float32)"
10363,"tf.Tensor(0.00016791724, shape=(), dtype=float32)","tf.Tensor(6.451154e-08, shape=(), dtype=float32)","tf.Tensor(4.3677014e-06, shape=(), dtype=float32)"
10364,"tf.Tensor(0.00016789725, shape=(), dtype=float32)","tf.Tensor(6.439566e-08, shape=(), dtype=float32)","tf.Tensor(4.361124e-06, shape=(), dtype=float32)"
10365,"tf.Tensor(0.00016788945, shape=(), dtype=float32)","tf.Tensor(6.439756e-08, shape=(), dtype=float32)","tf.Tensor(4.358384e-06, shape=(), dtype=float32)"
10366,"tf.Tensor(0.0001678905, shape=(), dtype=float32)","tf.Tensor(6.4715834e-08, shape=(), dtype=float32)","tf.Tensor(4.3645778e-06, shape=(), dtype=float32)"
10367,"tf.Tensor(0.00016788408, shape=(), dtype=float32)","tf.Tensor(6.4497854e-08, shape=(), dtype=float32)","tf.Tensor(4.3571963e-06, shape=(), dtype=float32)"
10368,"tf.Tensor(0.00016787407, shape=(), dtype=float32)","tf.Tensor(6.4320155e-08, shape=(), dtype=float32)","tf.Tensor(4.3530877e-06, shape=(), dtype=float32)"
10369,"tf.Tensor(0.00016793587, shape=(), dtype=float32)","tf.Tensor(6.367758e-08, shape=(), dtype=float32)","tf.Tensor(4.3996665e-06, shape=(), dtype=float32)"
10370,"tf.Tensor(0.00016787033, shape=(), dtype=float32)","tf.Tensor(6.4233475e-08, shape=(), dtype=float32)","tf.Tensor(4.3513805e-06, shape=(), dtype=float32)"
10371,"tf.Tensor(0.00016786247, shape=(), dtype=float32)","tf.Tensor(6.4002606e-08, shape=(), dtype=float32)","tf.Tensor(4.349224e-06, shape=(), dtype=float32)"
10372,"tf.Tensor(0.00016793016, shape=(), dtype=float32)","tf.Tensor(6.3170596e-08, shape=(), dtype=float32)","tf.Tensor(4.418048e-06, shape=(), dtype=float32)"
10373,"tf.Tensor(0.00016786272, shape=(), dtype=float32)","tf.Tensor(6.392492e-08, shape=(), dtype=float32)","tf.Tensor(4.3501204e-06, shape=(), dtype=float32)"
10374,"tf.Tensor(0.00016785468, shape=(), dtype=float32)","tf.Tensor(6.374433e-08, shape=(), dtype=float32)","tf.Tensor(4.348895e-06, shape=(), dtype=float32)"
10375,"tf.Tensor(0.00016784987, shape=(), dtype=float32)","tf.Tensor(6.310784e-08, shape=(), dtype=float32)","tf.Tensor(4.354003e-06, shape=(), dtype=float32)"
10376,"tf.Tensor(0.00016784667, shape=(), dtype=float32)","tf.Tensor(6.3340224e-08, shape=(), dtype=float32)","tf.Tensor(4.3490195e-06, shape=(), dtype=float32)"
10377,"tf.Tensor(0.00016783885, shape=(), dtype=float32)","tf.Tensor(6.319946e-08, shape=(), dtype=float32)","tf.Tensor(4.345765e-06, shape=(), dtype=float32)"
10378,"tf.Tensor(0.00016785698, shape=(), dtype=float32)","tf.Tensor(6.273001e-08, shape=(), dtype=float32)","tf.Tensor(4.362179e-06, shape=(), dtype=float32)"
10379,"tf.Tensor(0.00016783336, shape=(), dtype=float32)","tf.Tensor(6.305216e-08, shape=(), dtype=float32)","tf.Tensor(4.344416e-06, shape=(), dtype=float32)"
10380,"tf.Tensor(0.00016782993, shape=(), dtype=float32)","tf.Tensor(6.298805e-08, shape=(), dtype=float32)","tf.Tensor(4.3451405e-06, shape=(), dtype=float32)"
10381,"tf.Tensor(0.00016783041, shape=(), dtype=float32)","tf.Tensor(6.300063e-08, shape=(), dtype=float32)","tf.Tensor(4.3447503e-06, shape=(), dtype=float32)"
10382,"tf.Tensor(0.00016782447, shape=(), dtype=float32)","tf.Tensor(6.2981684e-08, shape=(), dtype=float32)","tf.Tensor(4.343404e-06, shape=(), dtype=float32)"
10383,"tf.Tensor(0.0001678303, shape=(), dtype=float32)","tf.Tensor(6.294436e-08, shape=(), dtype=float32)","tf.Tensor(4.3521286e-06, shape=(), dtype=float32)"
10384,"tf.Tensor(0.00016782466, shape=(), dtype=float32)","tf.Tensor(6.296055e-08, shape=(), dtype=float32)","tf.Tensor(4.34364e-06, shape=(), dtype=float32)"
10385,"tf.Tensor(0.00016781843, shape=(), dtype=float32)","tf.Tensor(6.291721e-08, shape=(), dtype=float32)","tf.Tensor(4.3390705e-06, shape=(), dtype=float32)"
10386,"tf.Tensor(0.0001678069, shape=(), dtype=float32)","tf.Tensor(6.276293e-08, shape=(), dtype=float32)","tf.Tensor(4.331455e-06, shape=(), dtype=float32)"
10387,"tf.Tensor(0.00016795003, shape=(), dtype=float32)","tf.Tensor(6.2621645e-08, shape=(), dtype=float32)","tf.Tensor(4.4212875e-06, shape=(), dtype=float32)"
10388,"tf.Tensor(0.00016780623, shape=(), dtype=float32)","tf.Tensor(6.272232e-08, shape=(), dtype=float32)","tf.Tensor(4.3305668e-06, shape=(), dtype=float32)"
10389,"tf.Tensor(0.00016779391, shape=(), dtype=float32)","tf.Tensor(6.257879e-08, shape=(), dtype=float32)","tf.Tensor(4.325958e-06, shape=(), dtype=float32)"
10390,"tf.Tensor(0.00016788574, shape=(), dtype=float32)","tf.Tensor(6.2459655e-08, shape=(), dtype=float32)","tf.Tensor(4.390783e-06, shape=(), dtype=float32)"
10391,"tf.Tensor(0.00016779212, shape=(), dtype=float32)","tf.Tensor(6.253552e-08, shape=(), dtype=float32)","tf.Tensor(4.32508e-06, shape=(), dtype=float32)"
10392,"tf.Tensor(0.0001677821, shape=(), dtype=float32)","tf.Tensor(6.243197e-08, shape=(), dtype=float32)","tf.Tensor(4.3219793e-06, shape=(), dtype=float32)"
10393,"tf.Tensor(0.00016778584, shape=(), dtype=float32)","tf.Tensor(6.2191376e-08, shape=(), dtype=float32)","tf.Tensor(4.334794e-06, shape=(), dtype=float32)"
10394,"tf.Tensor(0.00016777946, shape=(), dtype=float32)","tf.Tensor(6.2292564e-08, shape=(), dtype=float32)","tf.Tensor(4.324897e-06, shape=(), dtype=float32)"
10395,"tf.Tensor(0.0001677647, shape=(), dtype=float32)","tf.Tensor(6.213212e-08, shape=(), dtype=float32)","tf.Tensor(4.3229957e-06, shape=(), dtype=float32)"
10396,"tf.Tensor(0.0001678079, shape=(), dtype=float32)","tf.Tensor(6.205752e-08, shape=(), dtype=float32)","tf.Tensor(4.3713467e-06, shape=(), dtype=float32)"
10397,"tf.Tensor(0.00016775896, shape=(), dtype=float32)","tf.Tensor(6.20397e-08, shape=(), dtype=float32)","tf.Tensor(4.325785e-06, shape=(), dtype=float32)"
10398,"tf.Tensor(0.00016775292, shape=(), dtype=float32)","tf.Tensor(6.1894085e-08, shape=(), dtype=float32)","tf.Tensor(4.32626e-06, shape=(), dtype=float32)"
10399,"tf.Tensor(0.00016775036, shape=(), dtype=float32)","tf.Tensor(6.148909e-08, shape=(), dtype=float32)","tf.Tensor(4.3377836e-06, shape=(), dtype=float32)"
10400,"tf.Tensor(0.00016774303, shape=(), dtype=float32)","tf.Tensor(6.164674e-08, shape=(), dtype=float32)","tf.Tensor(4.3284117e-06, shape=(), dtype=float32)"
10401,"tf.Tensor(0.00016772916, shape=(), dtype=float32)","tf.Tensor(6.123142e-08, shape=(), dtype=float32)","tf.Tensor(4.327309e-06, shape=(), dtype=float32)"
10402,"tf.Tensor(0.00016778606, shape=(), dtype=float32)","tf.Tensor(6.0188945e-08, shape=(), dtype=float32)","tf.Tensor(4.391249e-06, shape=(), dtype=float32)"
10403,"tf.Tensor(0.00016772999, shape=(), dtype=float32)","tf.Tensor(6.098765e-08, shape=(), dtype=float32)","tf.Tensor(4.332799e-06, shape=(), dtype=float32)"
10404,"tf.Tensor(0.00016771875, shape=(), dtype=float32)","tf.Tensor(6.0639465e-08, shape=(), dtype=float32)","tf.Tensor(4.331174e-06, shape=(), dtype=float32)"
10405,"tf.Tensor(0.00016780417, shape=(), dtype=float32)","tf.Tensor(6.0797845e-08, shape=(), dtype=float32)","tf.Tensor(4.4199414e-06, shape=(), dtype=float32)"
10406,"tf.Tensor(0.00016771586, shape=(), dtype=float32)","tf.Tensor(6.0557326e-08, shape=(), dtype=float32)","tf.Tensor(4.331329e-06, shape=(), dtype=float32)"
10407,"tf.Tensor(0.00016770743, shape=(), dtype=float32)","tf.Tensor(6.045435e-08, shape=(), dtype=float32)","tf.Tensor(4.327526e-06, shape=(), dtype=float32)"
10408,"tf.Tensor(0.00016771677, shape=(), dtype=float32)","tf.Tensor(6.08389e-08, shape=(), dtype=float32)","tf.Tensor(4.343984e-06, shape=(), dtype=float32)"
10409,"tf.Tensor(0.00016770234, shape=(), dtype=float32)","tf.Tensor(6.045007e-08, shape=(), dtype=float32)","tf.Tensor(4.327632e-06, shape=(), dtype=float32)"
10410,"tf.Tensor(0.00016769367, shape=(), dtype=float32)","tf.Tensor(6.0482655e-08, shape=(), dtype=float32)","tf.Tensor(4.3249606e-06, shape=(), dtype=float32)"
10411,"tf.Tensor(0.00016769703, shape=(), dtype=float32)","tf.Tensor(6.088488e-08, shape=(), dtype=float32)","tf.Tensor(4.330975e-06, shape=(), dtype=float32)"
10412,"tf.Tensor(0.00016769183, shape=(), dtype=float32)","tf.Tensor(6.0600705e-08, shape=(), dtype=float32)","tf.Tensor(4.3251007e-06, shape=(), dtype=float32)"
10413,"tf.Tensor(0.00016768478, shape=(), dtype=float32)","tf.Tensor(6.060968e-08, shape=(), dtype=float32)","tf.Tensor(4.32694e-06, shape=(), dtype=float32)"
10414,"tf.Tensor(0.00016768396, shape=(), dtype=float32)","tf.Tensor(6.0604044e-08, shape=(), dtype=float32)","tf.Tensor(4.324517e-06, shape=(), dtype=float32)"
10415,"tf.Tensor(0.0001676798, shape=(), dtype=float32)","tf.Tensor(6.055473e-08, shape=(), dtype=float32)","tf.Tensor(4.3231025e-06, shape=(), dtype=float32)"
10416,"tf.Tensor(0.00016768307, shape=(), dtype=float32)","tf.Tensor(6.036901e-08, shape=(), dtype=float32)","tf.Tensor(4.329262e-06, shape=(), dtype=float32)"
10417,"tf.Tensor(0.00016767927, shape=(), dtype=float32)","tf.Tensor(6.0476204e-08, shape=(), dtype=float32)","tf.Tensor(4.3237596e-06, shape=(), dtype=float32)"
10418,"tf.Tensor(0.00016767466, shape=(), dtype=float32)","tf.Tensor(6.039384e-08, shape=(), dtype=float32)","tf.Tensor(4.322922e-06, shape=(), dtype=float32)"
10419,"tf.Tensor(0.00016766303, shape=(), dtype=float32)","tf.Tensor(6.010655e-08, shape=(), dtype=float32)","tf.Tensor(4.3267673e-06, shape=(), dtype=float32)"
10420,"tf.Tensor(0.00016782722, shape=(), dtype=float32)","tf.Tensor(5.9570308e-08, shape=(), dtype=float32)","tf.Tensor(4.486662e-06, shape=(), dtype=float32)"
10421,"tf.Tensor(0.00016766184, shape=(), dtype=float32)","tf.Tensor(6.004674e-08, shape=(), dtype=float32)","tf.Tensor(4.328628e-06, shape=(), dtype=float32)"
10422,"tf.Tensor(0.00016765135, shape=(), dtype=float32)","tf.Tensor(5.980994e-08, shape=(), dtype=float32)","tf.Tensor(4.326001e-06, shape=(), dtype=float32)"
10423,"tf.Tensor(0.00016773895, shape=(), dtype=float32)","tf.Tensor(5.968593e-08, shape=(), dtype=float32)","tf.Tensor(4.3927453e-06, shape=(), dtype=float32)"
10424,"tf.Tensor(0.00016765264, shape=(), dtype=float32)","tf.Tensor(5.975454e-08, shape=(), dtype=float32)","tf.Tensor(4.327684e-06, shape=(), dtype=float32)"
10425,"tf.Tensor(0.00016764128, shape=(), dtype=float32)","tf.Tensor(5.970385e-08, shape=(), dtype=float32)","tf.Tensor(4.325644e-06, shape=(), dtype=float32)"
10426,"tf.Tensor(0.00016765285, shape=(), dtype=float32)","tf.Tensor(5.9708405e-08, shape=(), dtype=float32)","tf.Tensor(4.353882e-06, shape=(), dtype=float32)"
10427,"tf.Tensor(0.00016763728, shape=(), dtype=float32)","tf.Tensor(5.966974e-08, shape=(), dtype=float32)","tf.Tensor(4.3295977e-06, shape=(), dtype=float32)"
10428,"tf.Tensor(0.0001676296, shape=(), dtype=float32)","tf.Tensor(5.974417e-08, shape=(), dtype=float32)","tf.Tensor(4.3257623e-06, shape=(), dtype=float32)"
10429,"tf.Tensor(0.00016768364, shape=(), dtype=float32)","tf.Tensor(6.03782e-08, shape=(), dtype=float32)","tf.Tensor(4.3532705e-06, shape=(), dtype=float32)"
10430,"tf.Tensor(0.00016762936, shape=(), dtype=float32)","tf.Tensor(5.979965e-08, shape=(), dtype=float32)","tf.Tensor(4.3261834e-06, shape=(), dtype=float32)"
10431,"tf.Tensor(0.00016761964, shape=(), dtype=float32)","tf.Tensor(5.989971e-08, shape=(), dtype=float32)","tf.Tensor(4.321742e-06, shape=(), dtype=float32)"
10432,"tf.Tensor(0.0001676048, shape=(), dtype=float32)","tf.Tensor(6.051726e-08, shape=(), dtype=float32)","tf.Tensor(4.3173945e-06, shape=(), dtype=float32)"
10433,"tf.Tensor(0.0001678729, shape=(), dtype=float32)","tf.Tensor(6.86976e-08, shape=(), dtype=float32)","tf.Tensor(4.4534995e-06, shape=(), dtype=float32)"
10434,"tf.Tensor(0.00016760181, shape=(), dtype=float32)","tf.Tensor(6.066385e-08, shape=(), dtype=float32)","tf.Tensor(4.315921e-06, shape=(), dtype=float32)"
10435,"tf.Tensor(0.00016759224, shape=(), dtype=float32)","tf.Tensor(6.059723e-08, shape=(), dtype=float32)","tf.Tensor(4.31288e-06, shape=(), dtype=float32)"
10436,"tf.Tensor(0.00016759205, shape=(), dtype=float32)","tf.Tensor(6.059857e-08, shape=(), dtype=float32)","tf.Tensor(4.312521e-06, shape=(), dtype=float32)"
10437,"tf.Tensor(0.0001675812, shape=(), dtype=float32)","tf.Tensor(6.0292e-08, shape=(), dtype=float32)","tf.Tensor(4.310691e-06, shape=(), dtype=float32)"
10438,"tf.Tensor(0.00016766212, shape=(), dtype=float32)","tf.Tensor(5.9479735e-08, shape=(), dtype=float32)","tf.Tensor(4.393621e-06, shape=(), dtype=float32)"
10439,"tf.Tensor(0.00016757814, shape=(), dtype=float32)","tf.Tensor(6.019244e-08, shape=(), dtype=float32)","tf.Tensor(4.310894e-06, shape=(), dtype=float32)"
10440,"tf.Tensor(0.00016757051, shape=(), dtype=float32)","tf.Tensor(5.98561e-08, shape=(), dtype=float32)","tf.Tensor(4.3102245e-06, shape=(), dtype=float32)"
10441,"tf.Tensor(0.00016757133, shape=(), dtype=float32)","tf.Tensor(5.911852e-08, shape=(), dtype=float32)","tf.Tensor(4.3305504e-06, shape=(), dtype=float32)"
10442,"tf.Tensor(0.00016756309, shape=(), dtype=float32)","tf.Tensor(5.938242e-08, shape=(), dtype=float32)","tf.Tensor(4.3146474e-06, shape=(), dtype=float32)"
10443,"tf.Tensor(0.00016755264, shape=(), dtype=float32)","tf.Tensor(5.918159e-08, shape=(), dtype=float32)","tf.Tensor(4.311366e-06, shape=(), dtype=float32)"
10444,"tf.Tensor(0.00016756024, shape=(), dtype=float32)","tf.Tensor(5.8673326e-08, shape=(), dtype=float32)","tf.Tensor(4.3275654e-06, shape=(), dtype=float32)"
10445,"tf.Tensor(0.00016754988, shape=(), dtype=float32)","tf.Tensor(5.892133e-08, shape=(), dtype=float32)","tf.Tensor(4.3135933e-06, shape=(), dtype=float32)"
